,name,text
4637,Chronically ILL,"Chronically iLL is an 8.2% DIPA collabo with our great friend Uncle Pete. Brewed with Columbus, Simcoe, & Mosaic we are getting tons of juicy, dank ripe… Read More"
4638,DDH Juice Box,DDH Juice Box (Double Dry Hopped) is our flagship Double IPA on steroids!!! We used an insane amount of hops in this beer. With over 6 lbs of hops per… Read More
4639,Wiggle,"Wiggle is a fun new IPA with over 6 lbs of hops per bbl. We double dry hopped with Nelson, Simcoe, and Citra hops. Don't let this one Wiggle away!"
4640,Stacks of Coconut,"Our Imperial Stout brewed, fermented and aged on Coconut"
4641,Blueberry Pancakes,"Blueberry Pancakes began as a Cuvée created by our customers. The beer is a blend of Double Stack and Blueberry Muffin. Just for fun, we decided to make… Read More"
4642,Super Over Ripe,"We combined ingredients from two of our favorite IPA's, Super Ripe and Over-Ripe. We fermented this beer with exotic fruit, added a massive amount of… Read More"
4643,Strawberry Shortcake,"Strawberry Shortcake is a tart ale made with Oregon strawberries. This is the strawberry version of our Zest Berliner Weisse series, the cousin to Blueberry… Read More"
4644,ZEST,ZEST is our take on a German style Berliner Weisse. The lemony tartness in this refreshing wheat beer comes from a two stage fermentation with Lactobacillus… Read More
4645,Raspberry Dream,"Raspberry Dream is a heavenly quaffable pillow of an IPA bursting with loads of Oregon Raspberries, locally grown Amarillo and a touch of Galaxy hops.… Read More"
4646,Puppy Love,"Puppy Love is the little Brother to Full Grown DIPA. We brewed this beer to be an easy drinking beer with a bold hop character. ""You say it's Puppy Love,… Read More"
4647,Fortunate Sun,"Initially brewed in collaboration with Modern Times as Fantasy Islands. We liked it so much, we brewed it again! Fortunate Sun is a crushable hazy IPA… Read More"
4648,Sticky Bun,"In collaboration with The Full Pint, this Imperial Breakfast Stout was brewed with melted brown sugar, toasted pecans, and cinnamon. * Contains nuts"
4649,Stash,Double IPA
4650,Heart of Gold,"2016 GABF Silver Medal Winner for American Barrel-Aged Sour, Heart of Gold is our 9-12 month barrel-aged Saison with peaches and house sour culture."
4651,Pineapple Space Invader,"OMG WATCH OUT! Bursting with extraordinary amounts of Galaxy hops and Pineapple, Pineapple Space Invader will take your palate to other IPA dimensions.… Read More"
4652,Don't Haze Me Bro,"HBC 342, El Dorado and Mosaic dance on a pillowy background of malt & oats"
4653,BA Sorcerer's Apprentice,"Sorcerer's Apprentice is an evolving theme for our barrel aged sour program. When working with oak, wild yeast and bacteria, there is always more to learn!… Read More"
4654,Chuck's Notion,"Hazy IPA brewed in collaboration with Chuck's Hop Shop. Dry-hopped with Mosaic, Galaxy, Simcoe, and Motueka hops. Notes of guava, passionfruit, mixed… Read More"
4655,Orchard Reserve (Cherry),Orchard Reserve is a barrel-aged Saison fermented for 10 months in French Pinot Noir barrels with our house sour culture. The beer is conditioned with… Read More
4656,Return to Space,"Return to Space was inspired by two of our favorite beers, Space Invader and Return to Innocence. This IPA is blasting off with Southern hemisphere hop… Read More"
4657,No Seeds,"No Seeds has become a Summer tradition. This beer is a fruited Gose fermented with sea salt, coriander and watermelon puree. Enjoy with some sunshine!"
4658,Double Dry Hop Hop Dry Double (DDHHDD),Double Dry Hopped Hopped Dry Double is a verbal assault on your palate. We really pushed the envelope on this imperial session IPA. We quite literally… Read More
4659,Triple Stack,"Just when you thought Double Stack couldn't get any stickier, we bring you Triple Stack! This 12.5% Imperial Breakfast Stout is fermented with a ridiculous… Read More"
4660,Whole Melon,Single hop IPA brewed with Huell Melon hops.
4661,Midnight Fluff,"Midnight Fluff is our Imperial Marshmallow Stout... In the mash we added a blend of dark malts, brown sugar, and chocolate/cinnamon graham crackers. We… Read More"
4662,DDH Ripe,What happens when you double the hops in one of your favorite IPA's? You get DDH RIPE! We got crazy and added 100 lbs of Citra to this batch!! Start your… Read More
4663,Super Duper Ripe,"Please welcome our newest member to the RIPE family, SUPER DUPER RIPE! We took our SUPER RIPE Double IPA recipe and made it bigger, badder, and even more… Read More"
4664,Jammy Pants,"Jammy Pants is an ode to our kids, all the parents out there, and to our love of fruited sours. This kettle sour was fermented with 420 lbs of fruit puree.… Read More"
4665,Vanilla Latte,"Vanilla Latte is part of our experimental series of IPAs. This IPA was fermented with toasted rice, milk sugar and whole vanilla bean. After fermentation… Read More"
4666,Sometimes a Great Cow,"Double IPA brewed with Passionfruit, milk sugar and fermented with Brett C. Collaboration between Great Notion and de Garde."
4667,Chocolate Covered Strawberry,"This Imperial Stout was fermented with 200 lbs of Strawberry puree and 85 lbs of THCO organic Cacao Nibs from Ecuador. It's decadent, rich, and dangerously… Read More"
4668,Guava Lamp,"Guava Lamp is a Double IPA fermented with malted oats, milk sugar, 168 lbs of guava puree, and dry hopped with Motueka & Galaxy. We dreamed up this psychedelic… Read More"
4669,Vanilla Limousine,Vanilla Limousine is a collaboration with Abnormal Beer Co and Alpine Beer Co. This 11.5% imperial stout was aged on vanilla beans and toasted cacao nibs. Read More
4670,PLUMP,Juicy IPA with Mosaic & El Dorado hops. Get some!
4671,Hop Waffle,"We're excited to introduce Hop Waffle. ""India Maple Ale"" This IMA is hopped with Motueka and Azacca, and fermented with loads of Vermont maple syrup and… Read More"
4672,Ripe Invader,"Why would we combine two of our favorite IPA's? Because we're some wild and crazy guys!!! Citra & Galaxy are two of our favorite hops, so we're delighted… Read More"
4673,Strawberry Bisou,"We teamed up with our friends at Mikerphone Brewing in Chicago to bring you this delicious strawberry cream IPA. This beer was brewed with Malted Oat,… Read More"
4674,Mothership,"The Mothership that gave us Space Invader, has finally touched down in Portland. This Triple IPA was dry hopped with Galaxy and Simcoe hops and is ready… Read More"
4675,Raspberry Bisou,"Raspberry sour fermented with a mixed culture of pedio, brett and lacto. This tart fruit beer was aged on 126 pounds of local Oregon raspberries."
4676,All the Stars,"All the Stars is a Brut IPA collaboration with our NW neighbors, Boedecker Cellars. This champagne-like ale was fermented on Boedecker's chardonnay grapes.… Read More"
4677,Fresh Hop Juice Jr.,Fresh hop of the original Juice Jr. Edition
4678,Amprosia,"Pro/Am 2016 collaboration with Chad Graham. Amprosia is a saison fermented with a mixed culture of lacto, pedio and brett and aged in oak with local chenin… Read More"
4679,Cookie Monster,We teamed up with our friends at Alvarado Street Brewing to bring you this Girl Scout Stout. We added 20 boxes of Samoa cookies to the mash and fermented… Read More
4680,Grassroots,Hazy IPA brewed with predominantly experimental 331 hop. Super fruity and juicy.
4681,Biscuits & Hazy,"A collaboration with our friends and neighbors at Pine State Biscuits, this hazy IPA was brewed with fresh marionberries, even fresher biscuits, and was… Read More"
4682,Passion Fruit Zest,Our passion fruit version of Zest berliner weisse.
4683,Supple,"Supple is a Milk Stout fermented with milk sugar, maple syrup, raw chocolate and vanilla beans."
4684,Luminous 01,"Luminous is a series of hazy, Sour IPAs with malted oats and our house yeast strain. This first batch (Luminous 01) was fermented with Apricot and dry… Read More"
4685,Oblivion,"This double IPA was fermented with multiple strains of yeast lending it tropical and stone fruit flavors then generously dry hopped it with Galaxy, Citra,… Read More"
4686,Dankster Lite,"Dankster Lite is our hazy version of a West coast IPA, and the little Brother to Merry Dankster. This easy drinking IPA was dry hopped with Enigma, Vic… Read More"
4687,Fruit by the Foot,"This tropical IPA was brewed with malted oats, white wheat, milk sugar and dry hopped with Azacca and Galaxy hops. We get notes of citrus, ripe cantaloupe… Read More"
4688,Strawberry Taffy,"Strawberry Taffy is a collaboration brew with our friends from Cape May Brewing in NJ. We added local sea salt, milk sugar, and heaps of gooey strawberry… Read More"
4689,Guava Space Invader,This Southern Hemisphere IPA is bursting with extraordinary amounts of Guava and Galaxy hops! Guava Space Invader will take your palate to another dimension.… Read More
4690,Grape Lotion,We made Grape Lotion for the Willamette Week Pro-Am competition. This event partners a home brewer (Dan Schlegel) with a pro brewer. Grape Lotion was… Read More
4691,Peanut Brother & Jelly,"Peanut Brother & Jelly is our Imperial Milk Stout aged on fermented with 125 lbs of Oregon raspberry, and aged on peanut butter and raw chocolate. *contains… Read More"
4692,A Beer Has No Name,IPA brewed with Mosaic and Hallertau Blanc hops.
4693,Barrel Aged Old Barn,Farmhouse Ale aged in oak with Brettanomyces.
4694,Funky Jr.,We took our beloved Juice Jr. IPA and fermented it with a mixed culture of Brett and bacteria. The result is a delightfully funky ale with big tropical… Read More
4695,LSD,"Expand your mind with this face melting Double IPA featuring an Owsley approved blend of Loral, Simcoe, and Denali hops. We'd like to thank our friends… Read More"
4696,Oblivion 02,Oblivion is our series of IPA's which venture outside the style guidelines and challenge us as brewers. 02 was was fermented at warmer temps with multiple… Read More
4697,U-Pick,"U-Pick is a beer made for the Portland Art Museum's 125th anniversary event, Art & Beer inspired by Charles McKim's painting, Sauvie Island. It is a tart… Read More"
4698,Couples Retreat,"Created in collaboration with Bottle Logic, Couples Retreat is a DIPA brewed with amarillo, motueka and galaxy hops as well as hibiscus and dragonfruit.… Read More"
4699,Ocean Peaches,"A unique IPA dry-hopped with Enigma, Galaxy, and Hallertau Blanc hops and fermented with local Oregon peaches and sea salt."
4700,Unbalanced Breakfast,"We packed this beer with 168 lbs of blueberry puree, buckets of Vermont maple syrup, milk sugar, and a sack of whole bean Clutch coffee. Somedays you… Read More"
4701,Black Math,"""Hazy"" Black IPA brewed with Simcoe and Amarillo. (The ""hazy"" is an obvious lol for the serious crowd out there.)"
4702,Guava Flow,"Guava Flow is a Double IPA hopped with Simcoe, Citra and Galaxy hops. It's bursting with the bright citrus notes of tangerine and pungent over-ripe Guava.… Read More"
4703,Grapefruit Zest,A grapefruit version in our Zest Berliner Weisse series of beers.
4704,Peach Zest,Peach Zest is our take on a German style Berliner Weisse with local peaches. The tartness in this refreshing wheat beer comes from a two stage fermentation… Read More
4705,Tequila Barrel Aged Key Lime Pie,"We took our Key Lime Pie Gose, and aged it in freshly dumped tequila barrels. This aging process integrated the salt and lime character, and also boosted… Read More"
4706,Japanese Maple,"Japanese Maple is an experimental 11% Imperial Red Ale. This beer was fermented with a unique blend of malts, sushi rice, liquid cacao, and maple syrup.… Read More"
4707,Papaya Mochi,"Papaya Mochi is part of our Mochi series of IPAs. This juicy fruited IPA is fermented with toasted rice, milk sugar, vanilla, and of course Papaya! After… Read More"
4708,Strawberry Cream IPA,"This 7% hazy, juicy IPA was fermented with milk sugar and 150 pounds of locally-grown Oregon strawberries. We dry hopped with Galaxy hops, and a touch… Read More"
4709,Luminous 02,"Luminous is our ongoing series of Sour IPAs. The base beer is consistent, but the hops and adjuncts change each batch. #2 is made with Pilsner malt, milk… Read More"
4710,Pure Guava,"Pure Gauava is a 7% IPA with lactose, fermented with 150 lbs of pink guava and dry hopped with Motueka, Azacca and Mosaic."
4711,Juicy Fruit,"Juicy Fruit is a collabo with Weldwerks Brewing out of Colorado. This flavorful hazy IPA is brewed with Mosaic and Galaxy and fermented with guava, passion… Read More"
4712,Party in Your Mouth,"Collaboration with our good friend Pete brewed with experimental hops, blood orange and Pop Rocks! 9.5%"
4713,Reconcilable Differences,"Brewed as a collaboration with Mike Hunsaker from Grains of Wrath Brewing. This extremely sessionable 7% IPA is heavily dry hopped with Nelson Sauvin,… Read More"
4714,Lychee Mochi,"Lychee Mochi is a thick and juicy fruited IPA brewed with toasted rice and fermented with milk sugar, lychee, and vanilla bean. This trocpial delight… Read More"
4715,Crazy Fingers,"Crazy Fingers is a 7% abv IPA brewed with Vic Secret hops from Australia and Motueka from New Zealand. Yes, Crazy Fingers is a Grateful Dead song, but… Read More"
4716,Shadow Sequence,"A collaboration between GNB and our good friends at Ruse Brewing, Shadow Sequence is a Black IPA dry hopped with Motueka and Citra that has been aged… Read More"
4717,Lunacy,Lunacy is our new Double IPA featuring TOPAZ hops from Australia. This 8.5% DIPA is saturated in resinous candied dankness. Ancient folklore held that… Read More
4718,#hopbae,"Inspired by Nusr_et the #saltbae and our Seattle homey, Hoyt, #hopbae is a hazy IPA loaded with Denali and Amarillo hops."
4719,Bubbly,"We're excited to share this beer with you, and with Portland! Bubbly is a new style of India Pale Ale called Brut IPA. The style was created by Social… Read More"
4720,Squirm,This new IPA was brewed with 100% Citra hops and a unique blend of 3 yeast strains. Why sit still when you can Squirm!
4721,Dirty South,"Dirty South features a new South African hop variety called Southern Passion. In a ""dirty"" business deal, AB InBev commandeered the entire South African… Read More"
4722,Fantasy Islands,"Brewed in collaboration with Modern Times, this hoppy wheat is generously dry hopped with Amarillo, Citra and Galaxy hops."
4723,Coffee & Cream,Whole Bean & Cream is blonde coffee beer fermented with milk sugar and aged on Columbian whole bean from Clutch Coffee. Served on Nitro for an extra smooth… Read More
4724,Mangosteen Mochi,Welcome the newest member to our Mochi IPA series! Mangosteen is an elusive tropical fruit which comes all the way from Indonesia. We brewed this juicy… Read More
4725,Juice Almighty,"Juice Almighty is an easy drinking hazy IPA, and the perfect Summer beer! It's dry hopped, conditioned on tropical fruit, and finished with a touch of… Read More"
4726,Passionate IPA,"Passionate IPA is a tart IPA brewed with sea salt, fermented with passion fruit puree, and aged on vanilla bean. This is a new beer for us, and another… Read More"
4727,Wai-iti,"This Southern Hemisphere IPA is brewed with Wai-iti hops from New Zealand, and a touch of El Dorado hops. This IPA features bright tropical fruit flavors,… Read More"
